W,R,AB,H,doubles,triples,HR,BB,SO,SB,CS,RA,ER,CG,IPouts,HA,HRA,BBA,SOA,E,DP,FP,attendance,singles,OBP,net_points
75,798,5696,1516,339,13,209,548,1028.0,73.0,23.0,771,720,10,4353,1509,181,551,1181,76,168.0,0.988,1876129.0,955,0.33055733504164,27
91,738,5463,1411,312,25,139,634,1140.0,63.0,29.0,629,569,2,4318,1326,126,505,1241,126,166.0,0.98,2510119.0,935,0.3354108577989175,109
66,613,5554,1440,264,21,133,424,1056.0,76.0,34.0,785,733,3,4309,1508,186,520,1007,105,141.0,0.982,1733018.0,1022,0.3118099698895952,-172
89,818,5646,1511,358,22,211,587,1140.0,68.0,17.0,744,679,3,4370,1402,152,580,1207,111,132.0,0.982,3046443.0,920,0.33659553986844215,74
88,752,5484,1467,263,21,177,467,922.0,160.0,74.0,704,658,6,4339,1471,136,490,1149,103,158.0,0.983,2194378.0,1006,0.3249873970761217,48
75,685,5512,1414,298,27,149,479,1236.0,55.0,31.0,767,668,1,4310,1409,154,605,1268,126,137.0,0.9790000000000001,3062973.0,940,0.3159739609414121,-82
91,790,5579,1515,293,30,188,522,1218.0,93.0,43.0,685,648,4,4359,1404,158,524,1130,72,142.0,0.988,2060550.0,1004,0.33387969185379446,105
69,646,5487,1362,290,20,128,545,1184.0,91.0,33.0,752,684,10,4299,1477,147,572,967,110,179.0,0.982,1394812.0,924,0.3161472148541114,-106
81,751,5643,1515,308,32,152,546,1147.0,69.0,30.0,743,690,6,4333,1445,142,537,1056,109,171.0,0.982,2461237.0,1023,0.3330101793504605,8
76,611,5452,1348,252,25,108,415,1025.0,100.0,36.0,729,654,4,4318,1446,140,548,1210,103,135.0,0.983,2331490.0,963,0.30049429009715356,-118
67,676,5604,1534,279,31,121,471,905.0,115.0,50.0,845,794,7,4310,1553,176,551,1035,121,138.0,0.98,1615324.0,1103,0.3300411522633745,-169
80,667,5426,1368,270,29,120,533,1184.0,92.0,50.0,692,643,4,4325,1323,134,539,1274,98,124.0,0.9840000000000001,3562320.0,949,0.3190132572579292,-25
94,781,5568,1521,318,41,142,559,967.0,68.0,28.0,671,638,9,4358,1493,155,383,1048,78,150.0,0.987,3223640.0,1020,0.3394809858005549,110
95,859,5567,1485,275,32,201,662,1136.0,103.0,30.0,693,651,3,4327,1349,179,540,1154,69,161.0,0.988,3765807.0,977,0.3446781184780864,166
79,656,5465,1361,266,40,128,502,1095.0,130.0,44.0,652,597,8,4359,1438,135,545,1106,87,159.0,0.986,2559738.0,927,0.31221719457013575,4
81,663,5448,1396,276,30,109,527,1061.0,156.0,38.0,626,566,7,4295,1315,153,512,1070,99,147.0,0.9840000000000001,1418391.0,981,0.32184100418410044,37
97,772,5581,1451,290,34,166,560,1064.0,108.0,21.0,640,594,14,4369,1402,168,416,1183,83,158.0,0.986,3647249.0,961,0.3274710959127178,132
57,587,5386,1303,276,27,126,463,1207.0,87.0,36.0,866,784,1,4235,1567,167,538,1026,127,120.0,0.9790000000000001,1613399.0,874,0.30193195418020174,-279
90,665,5434,1338,236,24,132,538,1183.0,124.0,50.0,581,549,2,4369,1305,139,517,1295,72,141.0,0.988,2131774.0,946,0.3141326188881447,84
61,513,5409,1274,227,16,101,459,1184.0,142.0,39.0,698,628,11,4314,1402,157,452,973,110,145.0,0.982,2085488.0,930,0.2953306066802999,-185
92,697,5488,1411,284,30,162,487,1099.0,55.0,32.0,583,546,6,4383,1279,134,578,1331,73,110.0,0.988,3037443.0,935,0.3176569037656904,114
86,736,5542,1456,285,18,150,541,1027.0,79.0,41.0,641,577,7,4361,1412,133,477,1094,99,172.0,0.9840000000000001,3301218.0,1003,0.32829196120335363,95
90,787,5635,1556,268,25,162,511,986.0,123.0,48.0,687,636,7,4366,1355,162,551,1181,105,133.0,0.982,2505171.0,1101,0.33631630328669054,100
85,755,5495,1364,319,21,257,471,1164.0,58.0,20.0,728,676,5,4322,1407,150,539,1184,92,172.0,0.985,1625555.0,767,0.30757626550452566,27
89,641,5528,1345,244,16,173,504,1260.0,77.0,44.0,605,572,3,4439,1332,125,521,1332,83,131.0,0.987,2372940.0,912,0.30653183023872677,36
69,708,5585,1434,273,13,191,452,1120.0,81.0,25.0,860,786,3,4340,1568,210,535,1044,110,159.0,0.982,1755461.0,957,0.3124068245817459,-152
90,875,5710,1600,352,35,203,578,1108.0,102.0,42.0,737,680,2,4372,1366,156,540,1213,92,120.0,0.985,3054001.0,1010,0.3463740458015267,138
79,654,5502,1387,252,16,154,475,989.0,81.0,53.0,706,665,6,4380,1463,147,439,1220,79,129.0,0.987,2001117.0,965,0.31152752216831187,-52
71,654,5549,1423,285,36,148,425,1202.0,69.0,23.0,756,690,4,4303,1439,162,580,1224,134,128.0,0.978,3017966.0,954,0.3093404753933713,-102
79,735,5612,1438,264,19,183,535,1250.0,97.0,50.0,720,678,4,4403,1414,185,539,1112,91,146.0,0.985,2213588.0,972,0.3209695786562551,15
80,704,5509,1380,290,26,154,494,1269.0,89.0,42.0,760,683,2,4360,1482,153,463,1024,110,130.0,0.982,1840835.0,910,0.31217724471097785,-56
95,787,5563,1540,297,34,169,521,1143.0,49.0,20.0,711,647,4,4320,1406,149,492,1115,103,148.0,0.983,2642045.0,1040,0.33875739644970415,76
56,615,5598,1442,309,28,95,401,1164.0,118.0,33.0,796,719,2,4305,1477,188,560,1191,116,140.0,0.981,2067016.0,1010,0.3072178696449408,-181
71,730,5672,1560,325,41,129,442,1006.0,153.0,58.0,762,716,2,4354,1487,163,557,1080,95,149.0,0.985,1724450.0,1065,0.3274452077199869,-32
82,644,5436,1395,237,28,117,498,1087.0,126.0,40.0,612,563,7,4296,1287,132,507,1265,85,121.0,0.986,2935139.0,1013,0.3190091001011122,32
63,619,5487,1357,259,25,103,440,1048.0,92.0,39.0,804,724,7,4265,1564,161,480,940,119,153.0,0.98,3168116.0,970,0.3031887970305382,-185
97,867,5518,1452,267,33,222,627,1138.0,147.0,46.0,657,605,5,4375,1423,152,507,1222,102,141.0,0.983,3653680.0,930,0.3383238405207486,210
77,718,5600,1477,309,39,108,571,1085.0,130.0,35.0,742,674,6,4344,1482,147,514,1126,116,126.0,0.981,2352596.0,1021,0.3318748987198185,-24
74,645,5452,1330,280,29,114,509,1094.0,117.0,43.0,679,597,6,4343,1380,136,519,1160,124,145.0,0.9790000000000001,1476791.0,907,0.3085052843482637,-34
102,713,5579,1409,258,38,153,539,1024.0,96.0,24.0,529,495,18,4431,1320,120,404,1299,74,135.0,0.988,3680718.0,960,0.31840470742072574,184
72,610,5421,1325,277,35,107,489,1308.0,108.0,52.0,712,650,5,4348,1513,152,535,1031,112,154.0,0.982,1940429.0,906,0.3069373942470389,-102
71,593,5417,1284,247,42,91,501,1320.0,170.0,44.0,611,551,0,4348,1324,125,521,1139,94,139.0,0.985,2143018.0,904,0.3016221696519094,-18
67,556,5421,1263,253,22,109,435,1280.0,125.0,40.0,675,621,12,4299,1369,145,436,1088,108,152.0,0.982,1939421.0,879,0.2899590163934426,-119
86,570,5486,1327,282,24,121,448,1122.0,85.0,51.0,578,522,3,4404,1260,96,559,1316,104,127.0,0.983,3387303.0,900,0.29912369396697003,-8
90,762,5532,1513,308,22,162,542,978.0,57.0,39.0,692,608,7,4386,1461,136,448,1098,116,167.0,0.982,3093954.0,1021,0.3383272966743497,70
96,855,5659,1599,310,32,210,475,930.0,143.0,45.0,677,607,10,4324,1327,170,461,1179,114,164.0,0.981,2946949.0,1047,0.3381154222367134,178
81,743,5559,1384,285,34,186,525,1184.0,131.0,52.0,761,700,7,4376,1433,179,540,1169,110,148.0,0.982,1818103.0,879,0.3137738330046022,-18
94,700,5425,1341,263,30,149,567,1289.0,101.0,32.0,600,549,5,4336,1310,145,464,1232,86,147.0,0.986,2420171.0,899,0.3184245660881175,100
93,712,5560,1375,270,16,214,480,1315.0,58.0,29.0,705,642,1,4449,1433,184,481,1177,106,151.0,0.983,2102240.0,875,0.30711920529801323,7
69,734,5604,1459,339,16,165,428,1197.0,97.0,31.0,806,754,6,4329,1449,190,529,1176,101,159.0,0.983,3043003.0,939,0.3128315649867374,-72
85,748,5518,1409,228,29,211,461,1203.0,109.0,43.0,676,646,6,4337,1365,186,503,1246,70,154.0,0.988,1965955.0,941,0.31276133132630873,72
61,613,5411,1297,265,36,137,447,1235.0,94.0,45.0,759,708,1,4241,1399,175,573,1128,105,148.0,0.982,2882756.0,859,0.297712529873677,-146
97,669,5477,1377,296,30,172,481,1266.0,87.0,27.0,588,540,9,4359,1356,152,427,1248,89,113.0,0.985,2347251.0,879,0.31184961396441757,81
68,667,5525,1385,266,24,136,555,1087.0,110.0,44.0,845,766,2,4326,1503,174,543,1086,96,157.0,0.9840000000000001,1603596.0,959,0.3190789473684211,-178
88,726,5476,1467,279,39,163,511,1103.0,59.0,23.0,670,596,9,4292,1409,151,438,1318,99,127.0,0.983,3028033.0,986,0.33038249540671455,56
55,583,5407,1276,238,28,146,463,1365.0,105.0,46.0,794,721,3,4270,1493,173,540,1170,118,132.0,0.981,1607733.0,864,0.29625212947189095,-211
72,676,5636,1492,295,37,131,404,1032.0,132.0,38.0,746,693,2,4354,1504,163,542,1177,113,171.0,0.981,1739859.0,1029,0.31390728476821195,-70
86,637,5438,1369,269,23,116,481,1156.0,104.0,44.0,597,538,2,4349,1277,122,539,1276,98,138.0,0.9840000000000001,3324246.0,961,0.31255279608041897,40
66,701,5562,1448,270,30,131,505,1069.0,135.0,37.0,832,762,3,4316,1536,198,465,943,107,188.0,0.983,2776354.0,1017,0.3219053898137465,-131
95,804,5524,1462,280,13,245,565,1176.0,93.0,27.0,668,617,6,4336,1401,190,431,1318,75,135.0,0.987,3542406.0,924,0.3328953851207095,136
74,650,5450,1357,286,21,139,503,1250.0,79.0,38.0,709,651,7,4302,1368,161,488,1240,101,135.0,0.983,2242803.0,911,0.31244750545943223,-59
94,713,5527,1315,267,32,195,550,1387.0,122.0,32.0,614,569,1,4410,1360,147,462,1136,111,135.0,0.982,1679013.0,821,0.3068948494322857,99
81,684,5544,1414,271,28,158,454,1094.0,116.0,23.0,680,618,5,4354,1387,178,409,1385,101,118.0,0.983,3565718.0,957,0.3114371457152384,4
79,651,5412,1313,241,37,170,444,1354.0,73.0,52.0,674,615,2,4300,1357,153,490,1192,112,126.0,0.982,2091918.0,865,0.3000341530054645,-23
76,651,5422,1339,272,43,121,539,1238.0,155.0,46.0,710,640,4,4304,1356,162,539,1205,121,97.0,0.98,2123721.0,903,0.31504781077000504,-59
75,619,5494,1285,241,27,149,466,1259.0,104.0,35.0,651,608,8,4370,1359,166,449,1166,72,155.0,0.988,1721920.0,868,0.29379194630872485,-32
94,718,5558,1495,287,57,103,483,1097.0,118.0,39.0,649,593,5,4353,1361,142,489,1237,115,134.0,0.981,3377371.0,1048,0.3274292335706009,69
88,765,5622,1526,290,37,159,533,1192.0,91.0,37.0,648,603,4,4388,1420,134,436,1218,107,149.0,0.983,3262109.0,1040,0.3345247766043867,117
93,808,5590,1526,303,32,200,478,1103.0,91.0,44.0,707,639,7,4326,1378,175,446,1286,85,136.0,0.986,3460280.0,991,0.33025708635464734,101
73,716,5487,1346,247,22,198,473,1251.0,123.0,41.0,784,745,5,4331,1439,204,574,1142,101,167.0,0.9840000000000001,2099663.0,879,0.3052013422818792,-68
96,688,5441,1354,247,21,181,542,1384.0,64.0,31.0,548,512,1,4351,1326,127,409,1232,85,141.0,0.986,2548679.0,905,0.3168978773190707,140
85,745,5620,1460,298,14,212,416,1125.0,79.0,29.0,709,678,2,4359,1438,202,473,1169,54,165.0,0.991,2357561.0,936,0.3108018555334659,36
97,853,5651,1566,363,29,178,581,1308.0,123.0,19.0,656,613,5,4362,1366,156,524,1294,80,142.0,0.987,2833333.0,996,0.3445121951219512,197
63,598,5563,1385,237,19,148,411,1207.0,105.0,42.0,723,643,5,4365,1424,182,509,1249,121,155.0,0.98,1768413.0,981,0.30063608972212924,-125
66,602,5498,1307,297,18,172,439,1230.0,63.0,32.0,689,643,3,4344,1332,160,540,1184,100,129.0,0.983,2642682.0,820,0.2940879231935321,-87
90,698,5499,1370,274,20,155,585,1245.0,67.0,35.0,589,554,5,4421,1294,170,435,1296,76,131.0,0.988,2534369.0,921,0.3213346482577252,109
92,745,5465,1391,290,23,171,562,1283.0,117.0,36.0,662,611,3,4324,1359,147,554,1379,98,135.0,0.983,1572926.0,907,0.3240418118466899,83
93,796,5735,1625,292,23,176,531,1073.0,35.0,20.0,624,587,3,4388,1369,128,462,1428,76,136.0,0.987,3083397.0,1134,0.34407915735716565,172
51,610,5457,1307,266,16,148,426,1535.0,110.0,61.0,848,766,2,4320,1530,191,616,1084,125,168.0,0.9790000000000001,1651883.0,877,0.2945775964643889,-238
86,648,5549,1443,254,34,112,422,1048.0,153.0,32.0,601,555,5,4345,1366,155,469,1208,85,136.0,0.986,1750754.0,1043,0.31234299112376485,47
92,649,5491,1447,281,17,138,476,1146.0,78.0,28.0,582,524,7,4351,1321,127,460,1292,109,160.0,0.982,3743527.0,1011,0.322272498743087,67
66,614,5564,1346,285,15,151,533,1430.0,52.0,33.0,788,733,1,4351,1591,168,458,985,81,178.0,0.987,2477644.0,895,0.30818435296047236,-174
85,650,5449,1321,247,24,144,466,1214.0,115.0,31.0,671,633,7,4342,1452,171,437,1233,69,139.0,0.988,3279589.0,906,0.3021132713440406,-21
74,619,5559,1318,263,32,130,512,1384.0,114.0,35.0,684,618,4,4430,1442,152,458,1209,93,127.0,0.985,2135657.0,893,0.3014330423323999,-65
96,767,5521,1403,301,25,186,573,1178.0,74.0,28.0,625,574,6,4356,1339,163,428,1183,97,112.0,0.983,1809302.0,891,0.3242533639645553,142
73,610,5456,1355,255,32,140,417,1205.0,73.0,29.0,749,689,6,4309,1465,152,506,1199,97,141.0,0.9840000000000001,3012403.0,928,0.3017197343776605,-139
94,634,5486,1346,273,35,161,469,1330.0,94.0,42.0,577,533,3,4412,1299,101,515,1261,106,154.0,0.9840000000000001,2256862.0,877,0.3047858942065491,57
76,618,5517,1349,246,26,146,467,1309.0,118.0,34.0,700,643,3,4365,1407,156,525,1171,83,140.0,0.986,2166691.0,931,0.303475935828877,-82
71,624,5558,1318,249,17,188,529,1353.0,49.0,23.0,754,702,4,4395,1467,174,478,1297,88,149.0,0.986,1761546.0,864,0.30343354690323643,-130
76,629,5552,1446,280,35,107,469,1078.0,67.0,26.0,691,643,2,4342,1380,145,521,1256,107,128.0,0.982,3326796.0,1024,0.3180534794884571,-62
97,783,5557,1494,322,20,125,481,1110.0,45.0,22.0,596,555,7,4379,1366,112,451,1254,75,177.0,0.988,3369769.0,1027,0.32709506459092413,187
91,730,5585,1465,262,23,176,462,1067.0,149.0,46.0,636,589,4,4390,1370,157,498,1309,86,146.0,0.986,3178273.0,1004,0.3186704150818588,94
74,712,5537,1398,273,24,185,510,1123.0,112.0,41.0,756,685,4,4356,1451,195,500,1208,111,145.0,0.982,2536562.0,916,0.3155283611708285,-44
79,573,5468,1316,240,22,123,472,1369.0,95.0,33.0,597,547,5,4365,1369,121,472,1301,85,143.0,0.986,2354305.0,931,0.301010101010101,-24
96,705,5596,1434,264,16,211,401,1285.0,44.0,20.0,593,557,3,4384,1342,151,472,1174,87,156.0,0.986,2464473.0,943,0.30598632649658164,112
71,634,5551,1355,282,20,123,535,1337.0,63.0,25.0,715,653,3,4397,1458,154,482,1213,92,155.0,0.985,2956089.0,930,0.3105488005257969,-81
73,660,5543,1400,279,32,155,417,1362.0,85.0,36.0,758,687,3,4323,1468,140,557,1152,107,170.0,0.982,1650821.0,934,0.3048657718120805,-98
73,614,5508,1315,270,31,157,442,1477.0,65.0,40.0,707,636,1,4390,1398,115,504,1311,103,137.0,0.983,2652113.0,857,0.2952941176470588,-93
76,595,5395,1282,254,20,131,415,1252.0,122.0,52.0,612,576,5,4338,1282,163,507,1290,72,120.0,0.988,2476664.0,877,0.2920826161790017,-17
85,669,5575,1411,284,23,142,504,1189.0,104.0,27.0,653,581,6,4405,1398,135,464,1450,116,139.0,0.981,1437393.0,962,0.3150189175851291,16
90,757,5630,1557,325,26,155,443,1144.0,106.0,41.0,705,648,5,4362,1475,127,462,1244,101,153.0,0.983,2917209.0,1051,0.32932652725177014,52
70,629,5447,1317,240,19,163,495,1442.0,122.0,37.0,723,657,7,4316,1437,139,484,1137,106,151.0,0.983,1751829.0,895,0.3049478290138001,-94
89,651,5545,1456,286,29,95,380,985.0,153.0,36.0,624,565,3,4352,1386,128,440,1168,104,122.0,0.983,1956482.0,1046,0.309873417721519,27
94,718,5560,1476,302,38,134,519,1246.0,138.0,50.0,617,554,7,4394,1338,142,429,1373,107,145.0,0.983,3782337.0,1002,0.32817897680539565,101
70,715,5567,1412,316,27,128,544,1329.0,99.0,36.0,777,728,2,4305,1588,147,408,1031,97,136.0,0.9840000000000001,2250606.0,941,0.32007854688267057,-62
84,633,5497,1349,247,26,147,452,1133.0,112.0,26.0,664,605,5,4359,1392,164,398,1370,92,107.0,0.9840000000000001,3401624.0,929,0.30273995629517564,-31
79,629,5472,1306,275,19,125,516,1264.0,101.0,34.0,618,568,1,4391,1370,141,509,1303,104,158.0,0.983,2148808.0,887,0.3042752171008684,11
88,729,5545,1354,253,33,146,586,1104.0,83.0,20.0,572,524,7,4390,1269,147,406,1244,111,150.0,0.982,2003628.0,922,0.31642472679823846,157
73,619,5603,1356,251,27,125,443,1306.0,109.0,26.0,687,619,2,4405,1396,134,521,1255,83,133.0,0.987,2423852.0,953,0.29755210056235526,-68
88,682,5536,1436,275,30,156,520,1244.0,104.0,47.0,631,562,2,4369,1341,128,499,1228,109,148.0,0.983,2442564.0,975,0.3229854689564069,51
77,535,5294,1199,224,30,109,468,1294.0,91.0,34.0,577,523,4,4316,1300,117,462,1284,101,124.0,0.983,2195373.0,836,0.2893092676154113,-42
87,634,5450,1328,247,32,136,396,1232.0,96.0,42.0,554,512,2,4356,1240,137,463,1317,82,139.0,0.986,2064334.0,913,0.294902497434143,80
88,665,5523,1407,257,42,132,427,1245.0,56.0,27.0,614,564,8,4347,1305,133,389,1211,100,155.0,0.9840000000000001,3368697.0,976,0.30823529411764705,51
90,619,5426,1371,275,21,105,471,1133.0,57.0,32.0,603,564,8,4346,1321,123,470,1221,88,145.0,0.985,3540649.0,970,0.3123622180769883,16
67,637,5460,1400,260,28,111,417,1162.0,105.0,59.0,773,711,6,4279,1510,160,505,1110,106,155.0,0.982,2718733.0,1001,0.30917134592479156,-136
83,723,5549,1435,282,24,177,502,1151.0,78.0,21.0,686,642,3,4329,1400,151,490,1199,87,130.0,0.985,2375525.0,952,0.32011237811931914,37
67,573,5420,1361,251,18,100,471,1107.0,69.0,33.0,760,698,3,4276,1462,170,550,1148,90,186.0,0.985,2001392.0,992,0.3109828552028518,-187
81,713,5485,1370,246,20,217,418,1331.0,44.0,25.0,693,646,0,4304,1406,174,483,1233,77,134.0,0.987,2281202.0,887,0.3028968321192614,20
78,748,5640,1495,294,33,161,478,1148.0,71.0,27.0,753,694,3,4345,1486,178,478,1218,97,148.0,0.9840000000000001,2880694.0,1007,0.32249101013403075,-5
76,622,5533,1381,260,27,136,404,1231.0,68.0,42.0,701,643,7,4358,1443,162,474,1359,101,159.0,0.983,1755810.0,958,0.3006568974229409,-79
97,689,5491,1341,272,30,171,567,1518.0,95.0,37.0,608,546,6,4384,1276,134,407,1431,111,120.0,0.982,2919122.0,868,0.3149554308352592,81
64,640,5571,1382,257,27,167,496,1255.0,134.0,38.0,754,700,2,4360,1436,177,544,1252,90,131.0,0.985,2419506.0,931,0.30954343167957804,-114
81,669,5439,1395,303,29,141,533,1157.0,86.0,28.0,640,584,11,4298,1274,161,425,1407,79,136.0,0.987,1388905.0,922,0.32283991962491626,29
74,689,5605,1515,289,49,151,455,1259.0,83.0,51.0,803,746,7,4341,1491,193,489,1100,86,165.0,0.986,2726048.0,1026,0.3250825082508251,-114
86,729,5459,1363,278,26,230,486,1392.0,121.0,48.0,618,572,5,4323,1308,148,423,1280,85,131.0,0.986,2153585.0,829,0.3110176619007569,111
95,724,5575,1497,300,42,139,383,973.0,104.0,34.0,641,601,2,4356,1372,155,489,1160,88,138.0,0.985,2708549.0,1016,0.31554212823094996,83
92,667,5385,1346,263,26,187,563,1258.0,59.0,34.0,595,553,6,4337,1317,145,395,1396,75,133.0,0.988,3764815.0,870,0.32094821788836586,72
83,696,5467,1349,277,44,156,439,1264.0,70.0,38.0,700,653,2,4329,1506,163,413,1046,86,150.0,0.986,2220054.0,872,0.30274297324754484,-4
87,764,5567,1397,272,19,212,554,1227.0,63.0,25.0,698,652,3,4373,1416,182,474,1370,93,135.0,0.985,3193795.0,894,0.3187387681751348,66
90,683,5527,1351,295,17,177,488,1290.0,51.0,25.0,613,557,1,4388,1341,152,383,1337,88,131.0,0.986,2569753.0,862,0.3057356608478803,70
68,694,5600,1405,277,46,146,475,1119.0,78.0,29.0,729,664,5,4334,1402,172,474,1179,126,154.0,0.9790000000000001,1768175.0,936,0.3094650205761317,-35
63,626,5529,1374,272,37,130,387,1274.0,88.0,32.0,809,749,1,4309,1592,191,488,1153,117,145.0,0.981,1831080.0,935,0.29766734279918866,-183
98,697,5631,1462,292,27,140,461,1322.0,98.0,45.0,596,532,0,4469,1392,110,453,1338,122,177.0,0.981,2498596.0,1003,0.3156598818122127,101
74,650,5457,1324,260,36,148,426,1327.0,82.0,29.0,731,655,1,4321,1371,171,516,1393,92,138.0,0.985,2459742.0,880,0.29746727859935407,-81
76,656,5544,1379,262,22,198,478,1336.0,69.0,45.0,726,677,6,4389,1430,181,491,1283,94,155.0,0.985,2193581.0,897,0.3083693125207572,-70
84,696,5565,1486,288,39,136,457,1159.0,93.0,36.0,627,597,7,4333,1344,155,431,1165,78,145.0,0.987,3375882.0,1023,0.3226502822982398,69
100,647,5484,1386,288,39,137,506,1267.0,69.0,38.0,525,478,1,4394,1359,123,477,1329,96,159.0,0.9840000000000001,3520889.0,922,0.31585976627712853,122
88,751,5511,1419,279,32,172,503,1233.0,101.0,39.0,733,680,5,4328,1459,171,508,1095,119,169.0,0.981,2491875.0,936,0.31958762886597936,18
93,891,5509,1480,308,17,232,570,1151.0,88.0,23.0,670,609,7,4323,1353,173,397,1117,88,145.0,0.985,2794891.0,923,0.33722651751932886,221
68,649,5514,1404,295,27,122,502,1240.0,75.0,34.0,779,725,1,4343,1414,177,547,1227,101,134.0,0.983,2020914.0,960,0.3168218085106383,-130
89,744,5524,1413,265,6,253,468,1324.0,19.0,13.0,715,671,1,4296,1408,183,545,1248,80,165.0,0.987,2172344.0,889,0.31391855807743657,29
93,878,5670,1598,343,25,208,558,1160.0,83.0,24.0,694,640,9,4319,1342,176,490,1362,75,139.0,0.987,2955434.0,1022,0.34617854849068724,184
78,686,5550,1428,277,33,168,455,1285.0,77.0,36.0,715,659,7,4340,1422,185,521,1270,95,148.0,0.9840000000000001,1746293.0,950,0.3135720233139051,-29
103,808,5503,1409,293,30,199,656,1339.0,66.0,34.0,556,511,5,4379,1125,163,495,1441,101,116.0,0.983,3232420.0,887,0.335281701574931,252
68,716,5487,1403,277,33,164,452,1284.0,139.0,51.0,854,786,2,4326,1457,258,636,1241,102,142.0,0.983,1894085.0,929,0.31234214514227987,-138
94,777,5484,1435,308,29,185,531,1246.0,134.0,31.0,676,617,5,4335,1330,186,461,1398,89,126.0,0.985,1591667.0,913,0.32684954280964257,101
86,750,5526,1476,252,30,211,493,1303.0,58.0,29.0,721,672,3,4284,1417,182,462,1232,75,148.0,0.987,2493859.0,983,0.32713075261671376,29
84,724,5545,1367,291,29,198,554,1452.0,102.0,44.0,701,663,2,4404,1441,181,453,1396,77,135.0,0.987,2306623.0,849,0.31496966715855057,23
81,675,5552,1450,264,33,147,382,1224.0,121.0,35.0,712,674,3,4320,1433,206,517,1287,94,134.0,0.9840000000000001,2557712.0,1006,0.3087293562521065,-37
91,725,5518,1376,272,21,189,525,1321.0,45.0,26.0,638,598,3,4359,1266,165,464,1510,80,101.0,0.986,3703312.0,894,0.31457885156379284,87
59,722,5618,1409,288,35,200,513,1426.0,91.0,32.0,889,814,4,4329,1617,221,479,1191,126,172.0,0.9790000000000001,1963912.0,886,0.3134888272712445,-167
84,680,5458,1378,245,20,183,475,1188.0,72.0,22.0,702,660,0,4285,1358,214,444,1393,86,116.0,0.985,3063405.0,930,0.3123209169054441,-22
87,671,5459,1342,240,19,218,517,1302.0,42.0,18.0,617,574,1,4341,1397,152,439,1396,90,138.0,0.985,2789602.0,865,0.3110776439089692,54
69,653,5500,1352,270,21,169,442,1145.0,50.0,23.0,761,718,2,4300,1459,185,464,1188,97,152.0,0.9840000000000001,1521506.0,892,0.30191854594412654,-108
71,610,5434,1305,231,35,161,424,1376.0,96.0,45.0,796,739,4,4311,1468,213,466,1299,97,142.0,0.9840000000000001,1915144.0,878,0.29515192898600207,-186
78,729,5542,1426,277,32,153,561,1334.0,110.0,45.0,758,679,5,4352,1490,180,533,1232,111,172.0,0.982,2249201.0,964,0.32557758479436344,-29
68,686,5419,1275,257,26,177,449,1500.0,125.0,45.0,770,708,1,4320,1425,183,569,1222,109,165.0,0.982,2351422.0,815,0.2937968643490116,-84
86,768,5583,1446,251,17,223,506,1288.0,56.0,28.0,707,647,2,4371,1410,213,460,1318,89,158.0,0.985,2267928.0,955,0.3205780916406635,61
87,715,5565,1437,280,54,130,572,1107.0,79.0,36.0,631,593,10,4381,1334,158,439,1309,72,136.0,0.988,3365256.0,973,0.32735864428874045,84
86,779,5548,1415,299,32,225,526,1318.0,35.0,26.0,712,656,2,4345,1432,159,475,1290,107,169.0,0.983,3444490.0,859,0.3195587751070135,67
95,765,5525,1446,257,23,215,436,1220.0,99.0,36.0,757,700,1,4329,1441,201,534,1154,97,190.0,0.9840000000000001,2710402.0,951,0.3157188391209529,8
89,759,5479,1358,276,18,221,632,1362.0,54.0,24.0,666,613,0,4378,1340,183,461,1314,88,144.0,0.986,3392099.0,843,0.325642284405171,93
